year,vintage,type,dwellings
1981,2011-2015,other_attached_dwelling,0.0
1981,2016-2020,other_attached_dwelling,0.0
1981,2021-2025,other_attached_dwelling,0.0
2001,total,other_attached_dwelling,
2001,<1945,other_attached_dwelling,
2001,<1920,other_attached_dwelling,
2001,1921-1945,other_attached_dwelling,
2001,1946-1970,other_attached_dwelling,0.0
2001,1946-1960,other_attached_dwelling,
2001,1961-1970,other_attached_dwelling,
2001,1971-1985,other_attached_dwelling,0.0
2001,1971-1980,other_attached_dwelling,
2001,1981-1985,other_attached_dwelling,
2001,1986 +,other_attached_dwelling,0.0
2001,1986-1990,other_attached_dwelling,
2001,1991-1995,other_attached_dwelling,
2001,1996-2000,other_attached_dwelling,
2001,2001-2005,other_attached_dwelling,
2001,1981-1990,other_attached_dwelling,0.0
2001,2006-2010,other_attached_dwelling,0.0
2001,2011-2015,other_attached_dwelling,0.0
2001,2016-2020,other_attached_dwelling,0.0
2001,2021-2025,other_attached_dwelling,0.0
1991,total,apartment_duplex,159420.0
1991,<1945,apartment_duplex,
1991,<1920,apartment_duplex,
1991,1921-1945,apartment_duplex,
1991,1946-1970,apartment_duplex,
1991,1946-1960,apartment_duplex,
1991,1961-1970,apartment_duplex,
1991,1971-1985,apartment_duplex,
1991,1971-1980,apartment_duplex,
1991,1981-1985,apartment_duplex,
1991,1986 +,apartment_duplex,
1991,1986-1990,apartment_duplex,
1991,1991(1),apartment_duplex,
1991,1981-1990,apartment_duplex,0.0
1991,1991-1995,apartment_duplex,0.0
1991,1996-2000,apartment_duplex,0.0
1991,2001-2005,apartment_duplex,0.0
1991,2006-2010,apartment_duplex,0.0
1991,2011-2015,apartment_duplex,0.0
1991,2016-2020,apartment_duplex,0.0
1991,2021-2025,apartment_duplex,0.0
2006,total,apartment_duplex,254335.0
2006,<1920,apartment_duplex,25040.0
2006,1921-1945,apartment_duplex,39685.0
2006,1946-1960,apartment_duplex,85160.0
2006,1961-1970,apartment_duplex,47595.0
2006,1971-1980,apartment_duplex,24020.0
2006,1981-1985,apartment_duplex,8050.0
2006,1986-1990,apartment_duplex,7465.0
2006,1991-1995,apartment_duplex,5730.0
2006,1996-2000,apartment_duplex,4525.0
2006,2001-2005,apartment_duplex,6517.0
2006,2006-2010,apartment_duplex,543.0
2006,1981-1990,apartment_duplex,15515.0
2006,2011-2015,apartment_duplex,0.0
2006,2016-2020,apartment_duplex,0.0
2006,2021-2025,apartment_duplex,0.0
2021,total,apartment_duplex,269410.0
2021,<1920,apartment_duplex,25230.0
2021,1921-1945,apartment_duplex,32370.0
2021,1946-1960,apartment_duplex,73795.0
2021,1961-1970,apartment_duplex,48730.0
2021,1971-1980,apartment_duplex,29175.0
2021,1981-1990,apartment_duplex,16825.0
2021,1991-1995,apartment_duplex,7150.0
2021,1996-2000,apartment_duplex,5775.0
2021,2001-2005,apartment_duplex,6530.0
2021,2006-2010,apartment_duplex,7470.0
2021,2011-2015,apartment_duplex,7155.0
2021,2016-2020,apartment_duplex,8497.0
2021,2021-2025,apartment_duplex,708.0
1961,total,apartment_duplex,
1961,<1945,apartment_duplex,0.0
1961,<1920,apartment_duplex,
1961,1921-1945,apartment_duplex,
1961,1946-1960,apartment_duplex,0.0
1961,1946-1959,apartment_duplex,
1961,1960-1960,apartment_duplex,
1961,1961-1965,apartment_duplex,
1961,1961-1970,apartment_duplex,0.0
1961,1971-1980,apartment_duplex,0.0
1961,1981-1990,apartment_duplex,0.0
1961,1991-1995,apartment_duplex,0.0
1961,1996-2000,apartment_duplex,0.0
1961,2001-2005,apartment_duplex,0.0
1961,2006-2010,apartment_duplex,0.0
1961,2011-2015,apartment_duplex,0.0
1961,2016-2020,apartment_duplex,0.0
1961,2021-2025,apartment_duplex,0.0
2016,total,apartment_duplex,264055.0
2016,<1920,apartment_duplex,25245.0
2016,1921-1945,apartment_duplex,34105.0
2016,1946-1960,apartment_duplex,77845.0
2016,1961-1970,apartment_duplex,49490.0
2016,1971-1980,apartment_duplex,27900.0
2016,1981-1990,apartment_duplex,16060.0
2016,1991-1995,apartment_duplex,6335.0
2016,1996-2000,apartment_duplex,5150.0
2016,2001-2005,apartment_duplex,6575.0
2016,2006-2010,apartment_duplex,8420.0
2016,2011-2015,apartment_duplex,6393.0
2016,2016-2020,apartment_duplex,532.0
2016,2021-2025,apartment_duplex,0.0
2011,total,apartment_duplex,262440.0
2011,<1920,apartment_duplex,25830.0
2011,1921-1945,apartment_duplex,37570.0
2011,1946-1960,apartment_duplex,83405.0
2011,1961-1970,apartment_duplex,48720.0
2011,1971-1980,apartment_duplex,26000.0
2011,1981-1990,apartment_duplex,16060.0
2011,1991-1995,apartment_duplex,5745.0
2011,1996-2000,apartment_duplex,4560.0
2011,2001-2005,apartment_duplex,5910.0
2011,2006-2010,apartment_duplex,7976.0
2011,2011-2015,apartment_duplex,664.0
2011,2016-2020,apartment_duplex,0.0
2011,2021-2025,apartment_duplex,0.0
1996,total,apartment_duplex,144775.0
1996,<1945,apartment_duplex,
1996,<1920,apartment_duplex,
1996,1921-1945,apartment_duplex,
1996,1946-1970,apartment_duplex,
1996,1946-1960,apartment_duplex,
1996,1961-1970,apartment_duplex,
1996,1971-1985,apartment_duplex,
1996,1971-1980,apartment_duplex,
1996,1981-1985,apartment_duplex,
1996,1986 +,apartment_duplex,
1996,1986-1990,apartment_duplex,
1996,1991-1995,apartment_duplex,
1996,1996(1),apartment_duplex,
1996,1981-1990,apartment_duplex,0.0
1996,1996-2000,apartment_duplex,0.0
1996,2001-2005,apartment_duplex,0.0
1996,2006-2010,apartment_duplex,0.0
1996,2011-2015,apartment_duplex,0.0
1996,2016-2020,apartment_duplex,0.0
1996,2021-2025,apartment_duplex,0.0
1971,total,apartment_duplex,
1971,<1945,apartment_duplex,0.0
1971,<1920,apartment_duplex,
1971,1921-1945,apartment_duplex,
1971,1946-1970,apartment_duplex,0.0
1971,1946-1960,apartment_duplex,
1971,1961-1965,apartment_duplex,
1971,1966-1969,apartment_duplex,
1971,1970-1970,apartment_duplex,
1971,1971-1975,apartment_duplex,
1971,1961-1970,apartment_duplex,0.0
1971,1971-1980,apartment_duplex,0.0
1971,1981-1990,apartment_duplex,0.0
1971,1991-1995,apartment_duplex,0.0
1971,1996-2000,apartment_duplex,0.0
1971,2001-2005,apartment_duplex,0.0
1971,2006-2010,apartment_duplex,0.0
1971,2011-2015,apartment_duplex,0.0
1971,2016-2020,apartment_duplex,0.0
1971,2021-2025,apartment_duplex,0.0
1986,total,apartment_duplex,
1986,<1945,apartment_duplex,0.0
1986,<1920,apartment_duplex,
1986,1921-1945,apartment_duplex,
1986,1946-1970,apartment_duplex,0.0
1986,1946-1960,apartment_duplex,
1986,1961-1970,apartment_duplex,
1986,1971-1985,apartment_duplex,0.0
1986,1971-1975,apartment_duplex,
1986,1976-1980,apartment_duplex,
1986,1981-1985,apartment_duplex,
1986,1986 +,apartment_duplex,0.0
1986,1986-1990,apartment_duplex,0.0
1986,1986(1),apartment_duplex,
1986,1971-1980,apartment_duplex,0.0
1986,1981-1990,apartment_duplex,0.0
1986,1991-1995,apartment_duplex,0.0
1986,1996-2000,apartment_duplex,0.0
1986,2001-2005,apartment_duplex,0.0
1986,2006-2010,apartment_duplex,0.0
1986,2011-2015,apartment_duplex,0.0
1986,2016-2020,apartment_duplex,0.0
1986,2021-2025,apartment_duplex,0.0
1981,total,apartment_duplex,239190.0
1981,<1945,apartment_duplex,
1981,<1920,apartment_duplex,
1981,1921-1945,apartment_duplex,
1981,1946-1970,apartment_duplex,0.0
1981,1946-1960,apartment_duplex,
1981,1961-1970,apartment_duplex,
1981,1971-1980,apartment_duplex,
1981,1971-1975,apartment_duplex,
1981,1976-1980,apartment_duplex,
1981,1981-1985,apartment_duplex,
1981,1981-1990,apartment_duplex,0.0
1981,1991-1995,apartment_duplex,0.0
1981,1996-2000,apartment_duplex,0.0
1981,2001-2005,apartment_duplex,0.0
1981,2006-2010,apartment_duplex,0.0
1981,2011-2015,apartment_duplex,0.0
1981,2016-2020,apartment_duplex,0.0
1981,2021-2025,apartment_duplex,0.0
2001,total,apartment_duplex,157325.0
2001,<1945,apartment_duplex,
2001,<1920,apartment_duplex,
2001,1921-1945,apartment_duplex,
2001,1946-1970,apartment_duplex,0.0
2001,1946-1960,apartment_duplex,
2001,1961-1970,apartment_duplex,
2001,1971-1985,apartment_duplex,0.0
2001,1971-1980,apartment_duplex,
2001,1981-1985,apartment_duplex,
2001,1986 +,apartment_duplex,0.0
2001,1986-1990,apartment_duplex,
2001,1991-1995,apartment_duplex,
2001,1996-2000,apartment_duplex,
2001,2001-2005,apartment_duplex,
2001,1981-1990,apartment_duplex,0.0
2001,2006-2010,apartment_duplex,0.0
2001,2011-2015,apartment_duplex,0.0
2001,2016-2020,apartment_duplex,0.0
2001,2021-2025,apartment_duplex,0.0
1991,total,apartment<5,940405.0
1991,<1945,apartment<5,
1991,<1920,apartment<5,
1991,1921-1945,apartment<5,
1991,1946-1970,apartment<5,
1991,1946-1960,apartment<5,
1991,1961-1970,apartment<5,
1991,1971-1985,apartment<5,
1991,1971-1980,apartment<5,
1991,1981-1985,apartment<5,
1991,1986 +,apartment<5,
1991,1986-1990,apartment<5,
1991,1991(1),apartment<5,
1991,1981-1990,apartment<5,0.0
1991,1991-1995,apartment<5,0.0
1991,1996-2000,apartment<5,0.0
1991,2001-2005,apartment<5,0.0
1991,2006-2010,apartment<5,0.0
1991,2011-2015,apartment<5,0.0
1991,2016-2020,apartment<5,0.0
1991,2021-2025,apartment<5,0.0
2006,total,apartment<5,1045455.0
2006,<1920,apartment<5,70720.0
2006,1921-1945,apartment<5,98460.0
2006,1946-1960,apartment<5,200735.0
2006,1961-1970,apartment<5,188350.0
2006,1971-1980,apartment<5,162710.0
2006,1981-1985,apartment<5,88130.0
2006,1986-1990,apartment<5,82465.0
2006,1991-1995,apartment<5,60155.0
2006,1996-2000,apartment<5,34935.0
2006,2001-2005,apartment<5,54277.0
2006,2006-2010,apartment<5,4523.0
2006,1981-1990,apartment<5,170595.0
2006,2011-2015,apartment<5,0.0
2006,2016-2020,apartment<5,0.0
2006,2021-2025,apartment<5,0.0
2021,total,apartment<5,1242980.0
2021,<1920,apartment<5,78385.0
2021,1921-1945,apartment<5,76935.0
2021,1946-1960,apartment<5,158595.0
2021,1961-1970,apartment<5,183915.0
2021,1971-1980,apartment<5,178785.0
2021,1981-1990,apartment<5,162090.0
2021,1991-1995,apartment<5,66765.0
2021,1996-2000,apartment<5,52885.0
2021,2001-2005,apartment<5,56225.0
2021,2006-2010,apartment<5,71955.0
2021,2011-2015,apartment<5,74495.0
2021,2016-2020,apartment<5,75651.0
2021,2021-2025,apartment<5,6304.0
1961,total,apartment<5,
1961,<1945,apartment<5,0.0
1961,<1920,apartment<5,
1961,1921-1945,apartment<5,
1961,1946-1960,apartment<5,0.0
1961,1946-1959,apartment<5,
1961,1960-1960,apartment<5,
1961,1961-1965,apartment<5,
1961,1961-1970,apartment<5,0.0
1961,1971-1980,apartment<5,0.0
1961,1981-1990,apartment<5,0.0
1961,1991-1995,apartment<5,0.0
1961,1996-2000,apartment<5,0.0
1961,2001-2005,apartment<5,0.0
1961,2006-2010,apartment<5,0.0
1961,2011-2015,apartment<5,0.0
1961,2016-2020,apartment<5,0.0
1961,2021-2025,apartment<5,0.0
2016,total,apartment<5,1154940.0
2016,<1920,apartment<5,70375.0
2016,1921-1945,apartment<5,79370.0
2016,1946-1960,apartment<5,170450.0
2016,1961-1970,apartment<5,187435.0
2016,1971-1980,apartment<5,178700.0
2016,1981-1990,apartment<5,160805.0
2016,1991-1995,apartment<5,62330.0
2016,1996-2000,apartment<5,44005.0
2016,2001-2005,apartment<5,52130.0
2016,2006-2010,apartment<5,75090.0
2016,2011-2015,apartment<5,68534.0
2016,2016-2020,apartment<5,5711.0
2016,2021-2025,apartment<5,0.0
2011,total,apartment<5,1103580.0
2011,<1920,apartment<5,71395.0
2011,1921-1945,apartment<5,91285.0
2011,1946-1960,apartment<5,186320.0
2011,1961-1970,apartment<5,195845.0
2011,1971-1980,apartment<5,162315.0
2011,1981-1990,apartment<5,174575.0
2011,1991-1995,apartment<5,56955.0
2011,1996-2000,apartment<5,37175.0
2011,2001-2005,apartment<5,54595.0
2011,2006-2010,apartment<5,67496.0
2011,2011-2015,apartment<5,5624.0
2011,2016-2020,apartment<5,0.0
2011,2021-2025,apartment<5,0.0
1996,total,apartment<5,994850.0
1996,<1945,apartment<5,
1996,<1920,apartment<5,
1996,1921-1945,apartment<5,
1996,1946-1970,apartment<5,
1996,1946-1960,apartment<5,
1996,1961-1970,apartment<5,
1996,1971-1985,apartment<5,
1996,1971-1980,apartment<5,
1996,1981-1985,apartment<5,
1996,1986 +,apartment<5,
1996,1986-1990,apartment<5,
1996,1991-1995,apartment<5,
1996,1996(1),apartment<5,
1996,1981-1990,apartment<5,0.0
1996,1996-2000,apartment<5,0.0
1996,2001-2005,apartment<5,0.0
1996,2006-2010,apartment<5,0.0
1996,2011-2015,apartment<5,0.0
1996,2016-2020,apartment<5,0.0
1996,2021-2025,apartment<5,0.0
1971,total,apartment<5,
1971,<1945,apartment<5,0.0
1971,<1920,apartment<5,
1971,1921-1945,apartment<5,
1971,1946-1970,apartment<5,0.0
1971,1946-1960,apartment<5,
1971,1961-1965,apartment<5,
1971,1966-1969,apartment<5,
1971,1970-1970,apartment<5,
1971,1971-1975,apartment<5,
1971,1961-1970,apartment<5,0.0
1971,1971-1980,apartment<5,0.0
1971,1981-1990,apartment<5,0.0
1971,1991-1995,apartment<5,0.0
1971,1996-2000,apartment<5,0.0
1971,2001-2005,apartment<5,0.0
1971,2006-2010,apartment<5,0.0
1971,2011-2015,apartment<5,0.0
1971,2016-2020,apartment<5,0.0
1971,2021-2025,apartment<5,0.0
1986,total,apartment<5,
1986,<1945,apartment<5,0.0
1986,<1920,apartment<5,
1986,1921-1945,apartment<5,
1986,1946-1970,apartment<5,0.0
1986,1946-1960,apartment<5,
1986,1961-1970,apartment<5,
1986,1971-1985,apartment<5,0.0
1986,1971-1975,apartment<5,
1986,1976-1980,apartment<5,
1986,1981-1985,apartment<5,
1986,1986 +,apartment<5,0.0
1986,1986-1990,apartment<5,0.0
1986,1986(1),apartment<5,
1986,1971-1980,apartment<5,0.0
1986,1981-1990,apartment<5,0.0
1986,1991-1995,apartment<5,0.0
1986,1996-2000,apartment<5,0.0
1986,2001-2005,apartment<5,0.0
1986,2006-2010,apartment<5,0.0
1986,2011-2015,apartment<5,0.0
1986,2016-2020,apartment<5,0.0
1986,2021-2025,apartment<5,0.0
1981,total,apartment<5,597995.0
1981,<1945,apartment<5,
1981,<1920,apartment<5,
1981,1921-1945,apartment<5,
1981,1946-1970,apartment<5,0.0
1981,1946-1960,apartment<5,
1981,1961-1970,apartment<5,
1981,1971-1980,apartment<5,
1981,1971-1975,apartment<5,
1981,1976-1980,apartment<5,
1981,1981-1985,apartment<5,
1981,1981-1990,apartment<5,0.0
1981,1991-1995,apartment<5,0.0
1981,1996-2000,apartment<5,0.0
1981,2001-2005,apartment<5,0.0
1981,2006-2010,apartment<5,0.0
1981,2011-2015,apartment<5,0.0
1981,2016-2020,apartment<5,0.0
1981,2021-2025,apartment<5,0.0
2001,total,apartment<5,1027900.0
2001,<1945,apartment<5,
2001,<1920,apartment<5,
2001,1921-1945,apartment<5,
2001,1946-1970,apartment<5,0.0
2001,1946-1960,apartment<5,
2001,1961-1970,apartment<5,
2001,1971-1985,apartment<5,0.0
2001,1971-1980,apartment<5,
2001,1981-1985,apartment<5,
2001,1986 +,apartment<5,0.0
2001,1986-1990,apartment<5,
2001,1991-1995,apartment<5,
2001,1996-2000,apartment<5,
2001,2001-2005,apartment<5,
2001,1981-1990,apartment<5,0.0
2001,2006-2010,apartment<5,0.0
2001,2011-2015,apartment<5,0.0
2001,2016-2020,apartment<5,0.0
2001,2021-2025,apartment<5,0.0
1991,total,other_single_attached,20170.0
1991,<1945,other_single_attached,
1991,<1920,other_single_attached,
1991,1921-1945,other_single_attached,
1991,1946-1970,other_single_attached,
1991,1946-1960,other_single_attached,
1991,1961-1970,other_single_attached,
1991,1971-1985,other_single_attached,
1991,1971-1980,other_single_attached,
1991,1981-1985,other_single_attached,
1991,1986 +,other_single_attached,
1991,1986-1990,other_single_attached,
1991,1991(1),other_single_attached,
1991,1981-1990,other_single_attached,0.0
1991,1991-1995,other_single_attached,0.0
1991,1996-2000,other_single_attached,0.0
1991,2001-2005,other_single_attached,0.0
1991,2006-2010,other_single_attached,0.0
1991,2011-2015,other_single_attached,0.0
1991,2016-2020,other_single_attached,0.0
1991,2021-2025,other_single_attached,0.0
2006,total,other_single_attached,15280.0
2006,<1920,other_single_attached,3010.0
2006,1921-1945,other_single_attached,2240.0
2006,1946-1960,other_single_attached,3700.0
2006,1961-1970,other_single_attached,2000.0
2006,1971-1980,other_single_attached,1620.0
2006,1981-1985,other_single_attached,590.0
2006,1986-1990,other_single_attached,600.0
2006,1991-1995,other_single_attached,560.0
2006,1996-2000,other_single_attached,405.0
2006,2001-2005,other_single_attached,508.0
2006,2006-2010,other_single_attached,42.0
2006,1981-1990,other_single_attached,1190.0
2006,2011-2015,other_single_attached,0.0
2006,2016-2020,other_single_attached,0.0
2006,2021-2025,other_single_attached,0.0
2021,total,other_single_attached,15405.0
2021,<1920,other_single_attached,2540.0
2021,1921-1945,other_single_attached,1845.0
2021,1946-1960,other_single_attached,3185.0
2021,1961-1970,other_single_attached,1875.0
2021,1971-1980,other_single_attached,1765.0
2021,1981-1990,other_single_attached,1220.0
2021,1991-1995,other_single_attached,550.0
2021,1996-2000,other_single_attached,410.0
2021,2001-2005,other_single_attached,415.0
2021,2006-2010,other_single_attached,355.0
2021,2011-2015,other_single_attached,510.0
2021,2016-2020,other_single_attached,688.0
2021,2021-2025,other_single_attached,57.0
1961,total,other_single_attached,
1961,<1945,other_single_attached,0.0
1961,<1920,other_single_attached,
1961,1921-1945,other_single_attached,
1961,1946-1960,other_single_attached,0.0
1961,1946-1959,other_single_attached,
1961,1960-1960,other_single_attached,
1961,1961-1965,other_single_attached,
1961,1961-1970,other_single_attached,0.0
1961,1971-1980,other_single_attached,0.0
1961,1981-1990,other_single_attached,0.0
1961,1991-1995,other_single_attached,0.0
1961,1996-2000,other_single_attached,0.0
1961,2001-2005,other_single_attached,0.0
1961,2006-2010,other_single_attached,0.0
1961,2011-2015,other_single_attached,0.0
1961,2016-2020,other_single_attached,0.0
1961,2021-2025,other_single_attached,0.0
2016,total,other_single_attached,15520.0
2016,<1920,other_single_attached,2890.0
2016,1921-1945,other_single_attached,2070.0
2016,1946-1960,other_single_attached,3325.0
2016,1961-1970,other_single_attached,2135.0
2016,1971-1980,other_single_attached,1720.0
2016,1981-1990,other_single_attached,1290.0
2016,1991-1995,other_single_attached,475.0
2016,1996-2000,other_single_attached,300.0
2016,2001-2005,other_single_attached,350.0
2016,2006-2010,other_single_attached,390.0
2016,2011-2015,other_single_attached,531.0
2016,2016-2020,other_single_attached,44.0
2016,2021-2025,other_single_attached,0.0
2011,total,other_single_attached,14910.0
2011,<1920,other_single_attached,2820.0
2011,1921-1945,other_single_attached,2325.0
2011,1946-1960,other_single_attached,3405.0
2011,1961-1970,other_single_attached,2210.0
2011,1971-1980,other_single_attached,1405.0
2011,1981-1990,other_single_attached,1155.0
2011,1991-1995,other_single_attached,490.0
2011,1996-2000,other_single_attached,280.0
2011,2001-2005,other_single_attached,335.0
2011,2006-2010,other_single_attached,448.0
2011,2011-2015,other_single_attached,37.0
2011,2016-2020,other_single_attached,0.0
2011,2021-2025,other_single_attached,0.0
1996,total,other_single_attached,16405.0
1996,<1945,other_single_attached,
1996,<1920,other_single_attached,
1996,1921-1945,other_single_attached,
1996,1946-1970,other_single_attached,
1996,1946-1960,other_single_attached,
1996,1961-1970,other_single_attached,
1996,1971-1985,other_single_attached,
1996,1971-1980,other_single_attached,
1996,1981-1985,other_single_attached,
1996,1986 +,other_single_attached,
1996,1986-1990,other_single_attached,
1996,1991-1995,other_single_attached,
1996,1996(1),other_single_attached,
1996,1981-1990,other_single_attached,0.0
1996,1996-2000,other_single_attached,0.0
1996,2001-2005,other_single_attached,0.0
1996,2006-2010,other_single_attached,0.0
1996,2011-2015,other_single_attached,0.0
1996,2016-2020,other_single_attached,0.0
1996,2021-2025,other_single_attached,0.0
1971,total,other_single_attached,
1971,<1945,other_single_attached,0.0
1971,<1920,other_single_attached,
1971,1921-1945,other_single_attached,
1971,1946-1970,other_single_attached,0.0
1971,1946-1960,other_single_attached,
1971,1961-1965,other_single_attached,
1971,1966-1969,other_single_attached,
1971,1970-1970,other_single_attached,
1971,1971-1975,other_single_attached,
1971,1961-1970,other_single_attached,0.0
1971,1971-1980,other_single_attached,0.0
1971,1981-1990,other_single_attached,0.0
1971,1991-1995,other_single_attached,0.0
1971,1996-2000,other_single_attached,0.0
1971,2001-2005,other_single_attached,0.0
1971,2006-2010,other_single_attached,0.0
1971,2011-2015,other_single_attached,0.0
1971,2016-2020,other_single_attached,0.0
1971,2021-2025,other_single_attached,0.0
1986,total,other_single_attached,
1986,<1945,other_single_attached,0.0
1986,<1920,other_single_attached,
1986,1921-1945,other_single_attached,
1986,1946-1970,other_single_attached,0.0
1986,1946-1960,other_single_attached,
1986,1961-1970,other_single_attached,
1986,1971-1985,other_single_attached,0.0
1986,1971-1975,other_single_attached,
1986,1976-1980,other_single_attached,
1986,1981-1985,other_single_attached,
1986,1986 +,other_single_attached,0.0
1986,1986-1990,other_single_attached,0.0
1986,1986(1),other_single_attached,
1986,1971-1980,other_single_attached,0.0
1986,1981-1990,other_single_attached,0.0
1986,1991-1995,other_single_attached,0.0
1986,1996-2000,other_single_attached,0.0
1986,2001-2005,other_single_attached,0.0
1986,2006-2010,other_single_attached,0.0
1986,2011-2015,other_single_attached,0.0
1986,2016-2020,other_single_attached,0.0
1986,2021-2025,other_single_attached,0.0
1981,total,other_single_attached,
1981,<1945,other_single_attached,
1981,<1920,other_single_attached,
1981,1921-1945,other_single_attached,
1981,1946-1970,other_single_attached,0.0
1981,1946-1960,other_single_attached,
1981,1961-1970,other_single_attached,
1981,1971-1980,other_single_attached,
1981,1971-1975,other_single_attached,
1981,1976-1980,other_single_attached,
1981,1981-1985,other_single_attached,
1981,1981-1990,other_single_attached,0.0
1981,1991-1995,other_single_attached,0.0
1981,1996-2000,other_single_attached,0.0
1981,2001-2005,other_single_attached,0.0
1981,2006-2010,other_single_attached,0.0
1981,2011-2015,other_single_attached,0.0
1981,2016-2020,other_single_attached,0.0
1981,2021-2025,other_single_attached,0.0
2001,total,other_single_attached,19210.0
2001,<1945,other_single_attached,
2001,<1920,other_single_attached,
2001,1921-1945,other_single_attached,
2001,1946-1970,other_single_attached,0.0
2001,1946-1960,other_single_attached,
2001,1961-1970,other_single_attached,
2001,1971-1985,other_single_attached,0.0
2001,1971-1980,other_single_attached,
2001,1981-1985,other_single_attached,
2001,1986 +,other_single_attached,0.0
2001,1986-1990,other_single_attached,
2001,1991-1995,other_single_attached,
2001,1996-2000,other_single_attached,
2001,2001-2005,other_single_attached,
2001,1981-1990,other_single_attached,0.0
2001,2006-2010,other_single_attached,0.0
2001,2011-2015,other_single_attached,0.0
2001,2016-2020,other_single_attached,0.0
2001,2021-2025,other_single_attached,0.0
1991,total,row,61145.0
1991,<1945,row,
1991,<1920,row,
1991,1921-1945,row,
1991,1946-1970,row,
1991,1946-1960,row,
1991,1961-1970,row,
1991,1971-1985,row,
1991,1971-1980,row,
1991,1981-1985,row,
1991,1986 +,row,
1991,1986-1990,row,
1991,1991(1),row,
1991,1981-1990,row,0.0
1991,1991-1995,row,0.0
1991,1996-2000,row,0.0
1991,2001-2005,row,0.0
1991,2006-2010,row,0.0
1991,2011-2015,row,0.0
1991,2016-2020,row,0.0
1991,2021-2025,row,0.0
2006,total,row,76465.0
2006,<1920,row,4620.0
2006,1921-1945,row,2855.0
2006,1946-1960,row,4815.0
2006,1961-1970,row,7670.0
2006,1971-1980,row,16390.0
2006,1981-1985,row,7055.0
2006,1986-1990,row,7430.0
2006,1991-1995,row,12415.0
2006,1996-2000,row,6845.0
2006,2001-2005,row,5880.0
2006,2006-2010,row,490.0
2006,1981-1990,row,14485.0
2006,2011-2015,row,0.0
2006,2016-2020,row,0.0
2006,2021-2025,row,0.0
2021,total,row,99205.0
2021,<1920,row,5190.0
2021,1921-1945,row,2635.0
2021,1946-1960,row,4495.0
2021,1961-1970,row,7385.0
2021,1971-1980,row,16050.0
2021,1981-1990,row,14655.0
2021,1991-1995,row,12005.0
2021,1996-2000,row,7150.0
2021,2001-2005,row,5740.0
2021,2006-2010,row,9020.0
2021,2011-2015,row,8675.0
2021,2016-2020,row,5705.0
2021,2021-2025,row,475.0
1961,total,row,
1961,<1945,row,0.0
1961,<1920,row,
1961,1921-1945,row,
1961,1946-1960,row,0.0
1961,1946-1959,row,
1961,1960-1960,row,
1961,1961-1965,row,
1961,1961-1970,row,0.0
1961,1971-1980,row,0.0
1961,1981-1990,row,0.0
1961,1991-1995,row,0.0
1961,1996-2000,row,0.0
1961,2001-2005,row,0.0
1961,2006-2010,row,0.0
1961,2011-2015,row,0.0
1961,2016-2020,row,0.0
1961,2021-2025,row,0.0
2016,total,row,93980.0
2016,<1920,row,5140.0
2016,1921-1945,row,2515.0
2016,1946-1960,row,4985.0
2016,1961-1970,row,7385.0
2016,1971-1980,row,16465.0
2016,1981-1990,row,14290.0
2016,1991-1995,row,12395.0
2016,1996-2000,row,6810.0
2016,2001-2005,row,5885.0
2016,2006-2010,row,9605.0
2016,2011-2015,row,7847.0
2016,2016-2020,row,653.0
2016,2021-2025,row,0.0
2011,total,row,85920.0
2011,<1920,row,4855.0
2011,1921-1945,row,2415.0
2011,1946-1960,row,4920.0
2011,1961-1970,row,8155.0
2011,1971-1980,row,16220.0
2011,1981-1990,row,14760.0
2011,1991-1995,row,11815.0
2011,1996-2000,row,7025.0
2011,2001-2005,row,5780.0
2011,2006-2010,row,9204.0
2011,2011-2015,row,766.0
2011,2016-2020,row,0.0
2011,2021-2025,row,0.0
1996,total,row,72340.0
1996,<1945,row,
1996,<1920,row,
1996,1921-1945,row,
1996,1946-1970,row,
1996,1946-1960,row,
1996,1961-1970,row,
1996,1971-1985,row,
1996,1971-1980,row,
1996,1981-1985,row,
1996,1986 +,row,
1996,1986-1990,row,
1996,1991-1995,row,
1996,1996(1),row,
1996,1981-1990,row,0.0
1996,1996-2000,row,0.0
1996,2001-2005,row,0.0
1996,2006-2010,row,0.0
1996,2011-2015,row,0.0
1996,2016-2020,row,0.0
1996,2021-2025,row,0.0
1971,total,row,
1971,<1945,row,0.0
1971,<1920,row,
1971,1921-1945,row,
1971,1946-1970,row,0.0
1971,1946-1960,row,
1971,1961-1965,row,
1971,1966-1969,row,
1971,1970-1970,row,
1971,1971-1975,row,
1971,1961-1970,row,0.0
1971,1971-1980,row,0.0
1971,1981-1990,row,0.0
1971,1991-1995,row,0.0
1971,1996-2000,row,0.0
1971,2001-2005,row,0.0
1971,2006-2010,row,0.0
1971,2011-2015,row,0.0
1971,2016-2020,row,0.0
1971,2021-2025,row,0.0
1986,total,row,
1986,<1945,row,0.0
1986,<1920,row,
1986,1921-1945,row,
1986,1946-1970,row,0.0
1986,1946-1960,row,
1986,1961-1970,row,
1986,1971-1985,row,0.0
1986,1971-1975,row,
1986,1976-1980,row,
1986,1981-1985,row,
1986,1986 +,row,0.0
1986,1986-1990,row,0.0
1986,1986(1),row,
1986,1971-1980,row,0.0
1986,1981-1990,row,0.0
1986,1991-1995,row,0.0
1986,1996-2000,row,0.0
1986,2001-2005,row,0.0
1986,2006-2010,row,0.0
1986,2011-2015,row,0.0
